# Time, Layer_QualityIndex,bl_height,Mean_Layer_Height,n_BL,cloud_stat,cloud_dat
21/02/2026 11:00:00,3,210,250,3,0,-999
21/02/2026 11:00:16,3,210,250,3,0,-999
21/02/2026 11:00:32,3,210,250,3,0,-999
21/02/2026 11:00:48,3,210,250,3,0,-999
21/02/2026 11:01:04,3,210,250,3,0,-999
21/02/2026 11:01:20,3,210,250,3,0,-999
21/02/2026 11:01:36,3,210,250,3,0,-999
21/02/2026 11:01:52,3,210,250,3,0,-999
21/02/2026 11:02:08,3,210,250,3,0,-999
21/02/2026 11:02:24,3,210,250,3,0,-999
21/02/2026 11:02:40,3,210,250,3,0,-999
21/02/2026 11:02:56,3,210,250,3,0,-999
21/02/2026 11:03:12,3,210,250,3,0,-999
21/02/2026 11:03:28,3,210,250,3,0,-999
21/02/2026 11:03:44,3,200,250,3,0,-999
21/02/2026 11:04:00,3,200,250,3,0,-999
21/02/2026 11:04:16,3,200,250,3,0,-999
21/02/2026 11:04:32,3,200,250,3,0,-999
21/02/2026 11:04:48,3,200,250,3,0,-999
21/02/2026 11:05:04,3,200,250,3,0,-999
21/02/2026 11:05:20,3,200,250,3,0,-999
21/02/2026 11:05:36,3,190,250,3,0,-999
21/02/2026 11:05:52,3,190,250,3,0,-999
21/02/2026 11:06:08,3,190,250,3,0,-999
21/02/2026 11:06:24,3,190,250,3,0,-999
21/02/2026 11:06:40,3,190,250,3,0,-999
21/02/2026 11:06:56,3,180,250,3,0,-999
21/02/2026 11:07:12,3,180,250,3,0,-999
21/02/2026 11:07:28,3,170,250,3,0,-999
21/02/2026 11:07:44,3,530,250,3,0,-999
21/02/2026 11:08:00,3,540,250,3,0,-999
21/02/2026 11:08:16,3,540,250,3,0,-999
21/02/2026 11:08:32,3,560,250,3,0,-999
21/02/2026 11:08:48,3,570,250,3,0,-999
21/02/2026 11:09:04,3,590,250,3,0,-999
21/02/2026 11:09:20,3,600,250,3,0,-999
21/02/2026 11:09:36,3,620,250,3,0,-999
21/02/2026 11:09:52,3,630,250,3,0,-999
21/02/2026 11:10:08,3,640,250,3,0,-999
21/02/2026 11:10:24,3,650,250,3,0,-999
21/02/2026 11:10:40,3,660,250,3,0,-999
21/02/2026 11:10:56,3,670,250,3,0,-999
21/02/2026 11:11:12,3,680,250,3,0,-999
21/02/2026 11:11:28,3,690,250,3,0,-999
21/02/2026 11:11:44,3,690,250,3,0,-999
21/02/2026 11:12:00,3,700,250,3,0,-999
21/02/2026 11:12:16,3,710,250,3,0,-999
21/02/2026 11:12:32,3,710,250,3,0,-999
21/02/2026 11:12:48,3,720,250,3,0,-999
21/02/2026 11:13:04,3,720,250,3,0,-999
21/02/2026 11:13:20,3,730,250,3,0,-999
21/02/2026 11:13:36,3,730,250,3,0,-999
21/02/2026 11:13:52,3,740,250,3,0,-999
21/02/2026 11:14:08,3,740,250,3,0,-999
21/02/2026 11:14:24,3,740,250,3,0,-999
21/02/2026 11:14:40,3,750,250,3,0,-999
21/02/2026 11:14:56,3,750,250,3,0,-999
21/02/2026 11:15:12,3,750,250,3,0,-999
21/02/2026 11:15:28,3,760,250,3,0,-999
21/02/2026 11:15:44,3,760,250,3,0,-999
